id;lat;lon;cidade;uf
4595;    -27.9;   -48.92;                      SAO BONIFACIO;    SC
4596;   -27.07;-53;                         SAO CARLOS;    SC
4597;   -27.26;   -50.44;               SAO CRISTOVAO DO SUL;    SC
4598;   -26.55;   -52.53;                       SAO DOMINGOS;    SC
4599;   -26.24;   -48.63;               SAO FRANCISCO DO SUL;    SC
4600;   -27.27;   -48.84;                   SAO JOAO BATISTA;    SC
4601;   -26.61;   -48.76;               SAO JOAO DO ITAPERIU;    SC
4602;   -27.09;   -53.59;                  SAO JOAO DO OESTE;    SC
4603;   -29.22;   -49.81;                    SAO JOAO DO SUL;    SC
4604;   -28.29;   -49.93;                        SAO JOAQUIM;    SC
4605;   -27.61;   -48.62;                           SAO JOSE;    SC
4606;   -26.45;   -53.49;                  SAO JOSE DO CEDRO;    SC
4607;   -27.66;   -50.58;                SAO JOSE DO CERRITO;    SC
4608;   -26.35;   -52.85;              SAO LOURENCO DO OESTE;    SC
4609;   -28.32;   -49.17;                        SAO LUDGERO;    SC
4610;   -28.16;   -48.97;                       SAO MARTINHO;    SC
4611;   -26.69;   -53.25;            SAO MIGUEL DA BOA VISTA;    SC
4612;   -26.72;   -53.51;              'SAO MIGUEL D''OESTE';    SC
4613;   -27.56;    -48.8;             SAO PEDRO DE ALCANTARA;    SC
4614;   -26.92;-53;                           SAUDADES;    SC
4615;   -26.41;   -49.07;                          SCHROEDER;    SC
4616;   -27.14;   -52.31;                              SEARA;    SC
4617;   -26.72;   -53.04;                         SERRA ALTA;    SC
4618;   -28.59;   -49.42;                        SIDEROPOLIS;    SC
4619;   -29.11;   -49.61;                            SOMBRIO;    SC
4620;   -26.73;   -52.96;                         SUL BRASIL;    SC
4621;   -27.11;   -49.99;                               TAIO;    SC
4622;    -27.1;   -51.24;                            TANGARA;    SC
4623;   -26.68;   -53.15;                          TIGRINHOS;    SC
4624;   -27.24;   -48.63;                            TIJUCAS;    SC
4625;   -28.83;   -49.84;                       TIMBE DO SUL;    SC
4626;   -26.82;   -49.27;                              TIMBO;    SC
4627;   -26.61;   -50.67;                       TIMBO GRANDE;    SC
4628;    -26.1;   -50.32;                        TRES BARRAS;    SC
4629;   -28.51;   -49.45;                            TREVISO;    SC
4630;   -28.55;   -49.14;                      TREZE DE MAIO;    SC
4631;-27;    -51.4;                       TREZE TILIAS;    SC
4632;   -27.29;   -49.79;                   TROMBUDO CENTRAL;    SC
4633;   -28.46;-49;                            TUBARAO;    SC
4634;   -26.96;   -53.63;                          TUNAPOLIS;    SC
4635;   -28.92;   -49.67;                              TURVO;    SC
4636;   -26.76;   -52.85;                     UNIAO DO OESTE;    SC
