id;lat;lon;cidade;uf
685;    -4.26;   -38.93;                       GUARAMIRANGA;    CE
686;     -4.4;   -40.43;                        HIDROLANDIA;    CE
687;    -4.09;   -38.49;                          HORIZONTE;    CE
688;     -4.8;   -38.75;                          IBARETAMA;    CE
689;    -3.92;   -40.88;                           IBIAPINA;    CE
690;    -4.97;   -38.63;                        IBICUITINGA;    CE
691;    -4.71;   -37.35;                             ICAPUI;    CE
692;     -6.4;   -38.86;                                ICO;    CE
693;    -6.35;   -39.29;                             IGUATU;    CE
694;    -5.39;    -40.3;                      INDEPENDENCIA;    CE
695;     -4.9;   -40.75;                         IPAPORANGA;    CE
696;    -6.79;   -38.71;                          IPAUMIRIM;    CE
697;    -4.32;   -40.71;                                IPU;    CE
698;    -4.54;   -40.71;                           IPUEIRAS;    CE
699;    -5.81;    -38.3;                            IRACEMA;    CE
700;    -3.74;   -39.78;                           IRAUCUBA;    CE
701;    -4.67;   -37.82;                           ITAICABA;    CE
702;    -3.96;   -38.52;                          ITAITINGA;    CE
703;    -3.68;   -39.58;                            ITAPAGE;    CE
704;    -3.36;   -39.83;                          ITAPIPOCA;    CE
705;    -4.56;   -38.92;                           ITAPIUNA;    CE
706;    -2.92;   -39.91;                            ITAREMA;    CE
707;    -4.52;   -39.62;                            ITATIRA;    CE
708;    -5.61;   -38.76;                        JAGUARETAMA;    CE
709;    -5.65;   -38.62;                        JAGUARIBARA;    CE
710;    -5.89;   -38.62;                          JAGUARIBE;    CE
711;    -4.83;   -37.78;                         JAGUARUANA;    CE
712;    -7.58;   -39.29;                             JARDIM;    CE
713;    -7.68;   -39.01;                               JATI;    CE
714;    -2.79;   -40.51;             JIJOCA DE JERICOACOARA;    CE
715;    -7.21;   -39.31;                  JUAZEIRO DO NORTE;    CE
716;    -6.52;   -39.52;                              JUCAS;    CE
717;    -6.75;   -38.97;               LAVRAS DA MANGABEIRA;    CE
718;    -5.14;   -38.09;                  LIMOEIRO DO NORTE;    CE
719;    -4.85;   -39.57;                           MADALENA;    CE
720;    -3.87;   -38.62;                          MARACANAU;    CE
721;    -3.89;   -38.68;                         MARANGUAPE;    CE
722;    -3.12;   -40.14;                              MARCO;    CE
723;    -3.22;   -40.69;                        MARTINOPOLE;    CE
724;    -3.52;   -40.34;                            MASSAPE;    CE
725;    -7.38;   -38.77;                            MAURITI;    CE
726;    -3.54;   -40.45;                            MERUOCA;    CE
727;    -7.31;   -38.94;                           MILAGRES;    CE
728;    -5.67;   -39.19;                              MILHA;    CE
729;    -3.56;   -39.97;                            MIRAIMA;    CE
730;    -7.25;   -39.14;                       MISSAO VELHA;    CE
731;    -5.74;   -39.62;                            MOMBACA;    CE
732;    -4.78;   -40.06;                   MONSENHOR TABOSA;    CE
733;     -5.1;   -38.37;                        MORADA NOVA;    CE
734;    -3.46;   -40.68;                            MORAUJO;    CE
735;    -3.22;   -40.12;                          MORRINHOS;    CE
736;     -3.9;   -40.74;                            MUCAMBO;    CE
737;     -4.3;   -38.99;                            MULUNGU;    CE
738;    -7.09;   -39.68;                        NOVA OLINDA;    CE
739;     -4.7;   -40.56;                        NOVA RUSSAS;    CE
740;    -5.53;   -40.77;                       NOVO ORIENTE;    CE
741;    -4.49;   -38.59;                              OCARA;    CE
742;    -6.24;   -38.91;                               OROS;    CE
743;    -4.17;   -38.46;                            PACAJUS;    CE
744;    -3.98;   -38.62;                           PACATUBA;    CE
745;    -4.22;   -38.92;                             PACOTI;    CE
746;    -3.98;   -40.69;                             PACUJA;    CE
747;    -4.74;   -37.95;                            PALHANO;    CE
748;    -4.15;   -38.84;                           PALMACIA;    CE
749;    -3.41;   -39.03;                           PARACURU;    CE
750;    -3.43;   -39.14;                          PARAIPABA;    CE
751;    -6.21;   -40.69;                            PARAMBU;    CE
752;    -4.09;   -39.23;                           PARAMOTI;    CE
753;    -5.45;   -39.71;                       PEDRA BRANCA;    CE
754;    -7.82;   -39.07;                          PENAFORTE;    CE
755;    -3.79;   -39.27;                         PENTECOSTE;    CE
756;    -6.04;   -38.46;                            PEREIRO;    CE
757;    -4.02;    -38.3;                        PINDORETAMA;    CE
758;     -5.8;   -39.41;                    PIQUET CARNEIRO;    CE
759;    -4.24;   -40.64;                     PIRES FERREIRA;    CE
760;    -4.74;   -40.92;                            PORANGA;    CE
761;    -7.53;   -39.11;                          PORTEIRAS;    CE
762;    -7.09;   -40.02;                            POTENGI;    CE
763;    -5.66;   -38.25;                         POTIRETAMA;    CE
764;    -5.84;    -40.7;                    QUITERIANOPOLIS;    CE
765;    -4.97;   -39.01;                            QUIXADA;    CE
766;    -6.25;    -39.2;                            QUIXELO;    CE
767;    -5.19;   -39.29;                       QUIXERAMOBIM;    CE
768;    -5.07;   -37.98;                            QUIXERE;    CE
769;    -4.22;   -38.73;                           REDENCAO;    CE
770;    -4.14;   -40.58;                          RERIUTABA;    CE
771;    -4.94;   -37.97;                             RUSSAS;    CE
772;    -6.54;    -39.9;                           SABOEIRO;    CE
773;    -7.28;   -40.45;                            SALITRE;    CE
774;    -4.33;   -40.15;                     SANTA QUITERIA;    CE
775;    -3.46;   -40.21;                  SANTANA DO ACARAU;    CE
776;    -7.18;   -39.73;                  SANTANA DO CARIRI;    CE
777;    -4.04;   -40.86;                       SAO BENEDITO;    CE
778;     -3.6;   -38.96;            SAO GONCALO DO AMARANTE;    CE
779;    -5.27;   -38.27;              SAO JOAO DO JAGUARIBE;    CE
780;    -3.67;   -39.24;                   SAO LUIS DO CURU;    CE
781;    -5.58;   -39.37;                     SENADOR POMPEU;    CE
782;    -3.35;   -40.46;                         SENADOR SA;    CE
783;    -3.68;   -40.35;                             SOBRAL;    CE
784;    -5.73;-39;                         SOLONOPOLE;    CE
785;    -5.24;   -38.13;                 TABULEIRO DO NORTE;    CE
786;    -4.83;   -40.32;                           TAMBORIL;    CE
787;    -6.68;   -39.76;                           TARRAFAS;    CE
788;-6;   -40.29;                               TAUA;    CE
789;    -3.98;   -39.58;                          TEJUCUOCA;    CE
790;    -3.73;   -40.99;                            TIANGUA;    CE
791;    -3.27;   -39.26;                             TRAIRI;    CE
792;    -3.58;   -39.43;                             TURURU;    CE
793;    -3.85;   -40.92;                            UBAJARA;    CE
794;    -6.64;    -38.7;                              UMARI;    CE
795;    -3.67;   -39.35;                             UMIRIM;    CE
796;    -3.62;    -39.5;                        URUBURETAMA;    CE
797;    -3.31;   -40.55;                             URUOCA;    CE
798;    -4.19;   -40.47;                            VARJOTA;    CE
799;    -6.78;   -39.29;                      VARZEA ALEGRE;    CE
800;    -3.56;   -41.09;                    VICOSA DO CEARA;    CE
801;   -15.78;   -47.93;                           BRASILIA;    DF
802;   -20.07;   -41.12;                     AFONSO CLAUDIO;    ES
803;   -18.54;   -40.97;                 AGUA DOCE DO NORTE;    ES
804;   -18.98;   -40.74;                       AGUIA BRANCA;    ES
805;   -20.76;   -41.53;                             ALEGRE;    ES
806;   -20.63;   -40.75;                     ALFREDO CHAVES;    ES
807;   -19.05;   -41.01;                      ALTO RIO NOVO;    ES
808;   -20.79;   -40.65;                           ANCHIETA;    ES
809;   -21.15;   -41.56;                             APIACA;    ES
810;   -19.82;   -40.27;                            ARACRUZ;    ES
811;   -20.91;   -41.19;                    ATILIO VIVACQUA;    ES
812;   -19.51;   -41.01;                       BAIXO GUANDU;    ES
813;   -18.75;   -40.89;             BARRA DE SAO FRANCISCO;    ES
814;   -18.54;   -40.29;                      BOA ESPERANCA;    ES
815;   -21.11;   -41.67;                 BOM JESUS DO NORTE;    ES
816;   -20.14;   -41.29;                          BREJETUBA;    ES
817;   -20.84;   -41.11;            CACHOEIRO DE ITAPEMIRIM;    ES
818;   -20.26;   -40.42;                          CARIACICA;    ES
819;    -20.6;   -41.18;                            CASTELO;    ES
820;   -19.53;   -40.63;                           COLATINA;    ES
821;   -18.59;   -39.73;                 CONCEICAO DA BARRA;    ES
822;   -20.36;   -41.24;               CONCEICAO DO CASTELO;    ES
823;   -20.62;   -41.68;             DIVINO DE SAO LOURENCO;    ES
824;   -20.36;   -40.65;                   DOMINGOS MARTINS;    ES
825;   -20.68;   -41.84;                 DORES DO RIO PRETO;    ES
826;   -18.37;   -40.83;                         ECOPORANGA;    ES
827;   -19.93;    -40.4;                             FUNDAO;    ES
828;   -20.77;   -41.67;                             GUACUI;    ES
829;   -20.65;   -40.51;                          GUARAPARI;    ES
830;   -20.23;   -41.51;                            IBATIBA;    ES
831;   -19.83;   -40.37;                            IBIRACU;    ES
832;   -20.54;   -41.66;                          IBITIRAMA;    ES
833;   -20.79;   -40.81;                             ICONHA;    ES
834;   -20.34;   -41.64;                              IRUPI;    ES
835;    -19.8;   -40.85;                           ITAGUACU;    ES
836;   -21.01;   -40.83;                         ITAPEMIRIM;    ES
837;   -19.87;   -40.87;                            ITARANA;    ES
838;   -20.34;   -41.53;                               IUNA;    ES
839;    -18.9;   -40.07;                            JAGUARE;    ES
840;   -20.78;   -41.39;                  JERONIMO MONTEIRO;    ES
841;   -19.75;   -40.38;                         JOAO NEIVA;    ES
842;   -19.89;   -41.05;                   LARANJA DA TERRA;    ES
843;   -19.39;   -40.07;                           LINHARES;    ES
844;   -18.86;   -41.12;                       MANTENOPOLIS;    ES
845;   -21.04;   -40.82;                         MARATAIZES;    ES
846;   -20.41;   -40.68;                  MARECHAL FLORIANO;    ES
847;   -19.41;   -40.54;                         MARILANDIA;    ES
848;   -21.06;   -41.36;                      MIMOSO DO SUL;    ES
849;   -18.12;   -40.36;                           MONTANHA;    ES
850;   -18.09;   -40.51;                           MUCURICI;    ES
851;   -20.46;   -41.41;                       MUNIZ FREIRE;    ES
852;   -20.95;   -41.34;                              MUQUI;    ES
853;   -18.71;    -40.4;                       NOVA VENECIA;    ES
854;   -19.22;   -40.85;                             PANCAS;    ES
855;   -18.03;   -40.15;                      PEDRO CANARIO;    ES
856;   -18.38;   -40.12;                          PINHEIROS;    ES
857;   -20.83;   -40.72;                              PIUMA;    ES
858;   -18.12;   -40.54;                         PONTO BELO;    ES
859;   -21.09;   -41.04;                 PRESIDENTE KENNEDY;    ES
860;   -19.26;   -40.33;                        RIO BANANAL;    ES
861;   -20.86;   -40.93;                    RIO NOVO DO SUL;    ES
862;    -20.1;   -40.53;                   SANTA LEOPOLDINA;    ES
863;   -20.04;   -40.74;              SANTA MARIA DE JETIBA;    ES
864;   -19.93;    -40.6;                       SANTA TERESA;    ES
865;   -19.14;   -40.62;              SAO DOMINGOS DO NORTE;    ES
866;   -19.01;   -40.53;               SAO GABRIEL DA PALHA;    ES
867;   -21.02;   -41.65;                SAO JOSE DO CALCADO;    ES
868;   -18.71;   -39.85;                         SAO MATEUS;    ES
869;   -19.73;   -40.65;                 SAO ROQUE DO CANAA;    ES
870;   -20.12;    -40.3;                              SERRA;    ES
871;   -19.19;   -40.09;                          SOORETAMA;    ES
872;   -20.67;-41;                        VARGEM ALTA;    ES
873;   -20.34;   -41.13;            VENDA NOVA DO IMIGRANTE;    ES
874;   -20.39;   -40.49;                              VIANA;    ES
875;   -18.61;   -40.61;                         VILA PAVAO;    ES
876;   -18.99;   -40.38;                       VILA VALERIO;    ES
877;   -20.33;   -40.29;                         VILA VELHA;    ES
878;   -20.31;   -40.33;                            VITORIA;    ES
879;   -16.75;   -49.43;                    ABADIA DE GOIAS;    GO
880;    -16.2;    -48.7;                          ABADIANIA;    GO
881;   -17.39;   -50.37;                            ACREUNA;    GO
882;   -16.41;   -50.16;                          ADELANDIA;    GO
883;   -14.98;   -47.78;                 AGUA FRIA DE GOIAS;    GO
884;   -18.07;   -48.76;                         AGUA LIMPA;    GO
885;   -15.76;   -48.28;              AGUAS LINDAS DE GOIAS;    GO
886;   -16.08;    -48.5;                           ALEXANIA;    GO
887;   -17.72;   -49.48;                           ALOANDIA;    GO
888;   -14.19;   -49.33;                     ALTO HORIZONTE;    GO
889;   -14.13;   -47.51;              ALTO PARAISO DE GOIAS;    GO
890;   -14.48;   -46.49;                  ALVORADA DO NORTE;    GO
891;   -13.92;   -49.29;                          AMARALINA;    GO
892;   -16.25;   -49.98;                AMERICANO DO BRASIL;    GO
893;   -16.61;   -51.09;                       AMORINOPOLIS;    GO
894;   -16.32;   -48.95;                           ANAPOLIS;    GO
895;   -18.33;   -48.21;                         ANHANGUERA;    GO
896;   -16.46;   -49.96;                            ANICUNS;    GO
897;   -16.82;   -49.24;               APARECIDA DE GOIANIA;    GO
898;   -18.29;   -51.14;              APARECIDA DO RIO DOCE;    GO
899;   -18.96;   -51.92;                              APORE;    GO
900;   -16.35;   -49.68;                              ARACU;    GO
901;   -15.89;   -52.25;                          ARAGARCAS;    GO
902;   -16.91;   -49.45;                         ARAGOIANIA;    GO
903;   -15.09;   -50.63;                          ARAGUAPAZ;    GO
904;   -16.38;   -51.56;                         ARENOPOLIS;    GO
905;   -14.92;   -51.08;                             ARUANA;    GO
906;   -16.68;   -50.46;                         AURILANDIA;    GO
907;   -16.46;   -49.75;                       AVELINOPOLIS;    GO
908;   -16.19;   -52.54;                             BALIZA;    GO
909;   -14.97;   -48.91;                         BARRO ALTO;    GO
910;   -16.97;   -48.95;                BELA VISTA DE GOIAS;    GO
911;   -16.21;   -52.17;                BOM JARDIM DE GOIAS;    GO
912;   -18.21;   -49.74;                 BOM JESUS DE GOIAS;    GO
913;   -16.61;   -48.96;                       BONFINOPOLIS;    GO
914;   -13.63;   -49.81;                          BONOPOLIS;    GO
915;   -16.43;   -49.38;                       BRAZABRANTES;    GO
916;   -15.24;   -51.16;                           BRITANIA;    GO
917;   -18.14;   -49.04;                      BURITI ALEGRE;    GO
918;   -16.18;   -50.43;                    BURITI DE GOIAS;    GO
919;   -14.47;    -46.4;                      BURITINOPOLIS;    GO
920;    -15.8;   -46.92;                         CABECEIRAS;    GO
921;   -18.76;   -50.94;                     CACHOEIRA ALTA;    GO
922;   -16.66;   -50.64;                 CACHOEIRA DE GOIAS;    GO
923;   -18.49;   -49.47;                  CACHOEIRA DOURADA;    GO
924;   -18.55;   -51.13;                               CACU;    GO
925;   -16.95;   -51.81;                          CAIAPONIA;    GO
926;   -17.74;   -48.62;                       CALDAS NOVAS;    GO
927;   -16.71;-49;                         CALDAZINHA;    GO
928;   -16.76;   -49.69;                 CAMPESTRE DE GOIAS;    GO
929;   -13.79;   -48.57;                          CAMPINACU;    GO
930;   -14.31;   -49.15;                         CAMPINORTE;    GO
931;   -17.63;   -47.78;              CAMPO ALEGRE DE GOIAS;    GO
932;   -13.03;   -46.77;                       CAMPOS BELOS;    GO
933;   -14.25;   -49.65;                      CAMPOS VERDES;    GO
934;   -15.35;    -49.7;                 CARMO DO RIO VERDE;    GO
935;   -18.09;    -50.2;                        CASTELANDIA;    GO
936;   -18.17;   -47.94;                            CATALAO;    GO
937;   -16.44;   -49.49;                            CATURAI;    GO
938;   -13.79;   -47.45;                         CAVALCANTE;    GO
939;    -15.3;   -49.59;                              CERES;    GO
940;   -16.97;   -49.77;                           CEZARINA;    GO
941;    -18.4;   -52.54;                    CHAPADAO DO CEU;    GO
942;   -16.07;   -47.92;                   CIDADE OCIDENTAL;    GO
943;   -15.79;   -48.77;                COCALZINHO DE GOIAS;    GO
944;   -14.15;   -48.07;                     COLINAS DO SUL;    GO
945;   -16.29;   -50.54;                    CORREGO DO OURO;    GO
946;   -15.92;    -48.8;                   CORUMBA DE GOIAS;    GO
947;   -18.14;   -48.56;                         CORUMBAIBA;    GO
948;   -16.76;   -47.61;                         CRISTALINA;    GO
949;   -17.19;    -48.7;                     CRISTIANOPOLIS;    GO
950;   -14.54;   -49.96;                             CRIXAS;    GO
951;   -17.28;   -49.38;                           CROMINIA;    GO
952;   -18.26;   -48.15;                             CUMARI;    GO
953;   -14.56;   -46.17;                       DAMIANOPOLIS;    GO
954;   -16.25;   -49.37;                         DAMOLANDIA;    GO
955;   -18.15;   -47.56;                        DAVINOPOLIS;    GO
956;   -16.23;   -51.25;                            DIORAMA;    GO
957;   -13.29;   -46.39;               DIVINOPOLIS DE GOIAS;    GO
958;   -16.72;   -52.31;                        DOVERLANDIA;    GO
959;   -17.42;   -49.66;                           EDEALINA;    GO
960;   -17.33;   -49.93;                              EDEIA;    GO
961;   -13.86;   -49.07;                   ESTRELA DO NORTE;    GO
962;   -15.44;   -50.36;                              FAINA;    GO
963;   -16.18;   -50.78;                       FAZENDA NOVA;    GO
964;   -16.58;    -50.3;                       FIRMINOPOLIS;    GO
965;   -14.44;   -47.05;                    FLORES DE GOIAS;    GO
966;   -15.53;   -47.33;                            FORMOSA;    GO
967;   -13.65;   -48.88;                            FORMOSO;    GO
968;   -16.51;   -49.02;                        GOIANAPOLIS;    GO
969;   -18.13;   -48.08;                          GOIANDIRA;    GO
970;   -15.31;   -49.11;                          GOIANESIA;    GO
971;   -16.67;   -49.25;                            GOIANIA;    GO
972;   -16.49;   -49.42;                           GOIANIRA;    GO
973;   -15.93;   -50.14;                              GOIAS;    GO
974;   -18.01;   -49.35;                           GOIATUBA;    GO
975;   -18.64;   -50.06;                        GOUVELANDIA;    GO
976;   -16.83;   -49.53;                              GUAPO;    GO
977;   -15.61;   -50.02;                           GUARAITA;    GO
978;   -13.93;   -46.48;                   GUARANI DE GOIAS;    GO
979;   -14.73;    -49.7;                           GUARINOS;    GO
980;   -15.71;   -49.82;                           HEITORAI;    GO
981;   -16.96;   -49.22;                        HIDROLANDIA;    GO
982;   -14.72;   -49.46;                          HIDROLINA;    GO
983;   -14.09;   -46.63;                            IACIARA;    GO
984;   -18.48;   -49.98;                       INACIOLANDIA;    GO
985;   -17.14;   -49.98;                            INDIARA;    GO
986;   -16.35;   -49.49;                            INHUMAS;    GO
987;   -17.72;   -48.16;                            IPAMERI;    GO
988;   -16.44;   -51.11;                              IPORA;    GO
989;   -16.31;    -50.9;                        ISRAELANDIA;    GO
990;   -16.02;   -49.81;                           ITABERAI;    GO
991;   -15.91;    -49.6;                           ITAGUARI;    GO
992;   -15.75;   -49.63;                           ITAGUARU;    GO
993;   -19.06;   -51.54;                              ITAJA;    GO
994;   -14.95;   -49.54;                            ITAPACI;    GO
995;   -15.82;   -50.61;                         ITAPIRAPUA;    GO
996;   -15.56;   -49.94;                         ITAPURANGA;    GO
997;   -18.76;   -51.34;                            ITARUMA;    GO
998;    -16.2;    -49.6;                             ITAUCU;    GO
999;   -18.42;   -49.21;                          ITUMBIARA;    GO
1000;    -16.6;   -50.79;                          IVOLANDIA;    GO
1001;   -17.04;   -50.14;                            JANDAIA;    GO
1002;   -15.75;   -49.33;                            JARAGUA;    GO
1003;   -17.88;   -51.71;                              JATAI;    GO
1004;   -16.17;   -50.95;                            JAUPACI;    GO
1005;   -15.95;   -49.37;                          JESUPOLIS;    GO
1006;    -17.8;   -49.61;                           JOVIANIA;    GO
1007;   -15.86;   -50.86;                            JUSSARA;    GO
1008;   -16.61;   -48.74;                LEOPOLDO DE BULHOES;    GO
1009;   -16.25;   -47.95;                           LUZIANIA;    GO
1010;   -17.29;   -49.49;                        MAIRIPOTABA;    GO
1011;   -14.48;   -46.11;                             MAMBAI;    GO
1012;   -14.01;   -49.17;                          MARA ROSA;    GO
1013;   -17.98;   -48.64;                           MARZAGAO;    GO
1014;   -15.44;   -50.74;                          MATRINCHA;    GO
1015;   -17.97;   -50.33;                        MAURILANDIA;    GO
1016;   -15.05;   -48.16;                    MIMOSO DE GOIAS;    GO
1017;   -13.53;   -48.22;                             MINACU;    GO
1018;   -17.56;   -52.55;                           MINEIROS;    GO
1019;   -16.54;   -50.73;                            MOIPORA;    GO
1020;   -13.25;    -46.9;              MONTE ALEGRE DE GOIAS;    GO
1021;-16;   -51.39;             MONTES CLAROS DE GOIAS;    GO
1022;   -17.44;   -51.17;                         MONTIVIDIU;    GO
1023;   -13.11;    -48.6;                MONTIVIDIU DO NORTE;    GO
1024;   -17.73;    -49.1;                          MORRINHOS;    GO
1025;   -15.32;   -50.05;               MORRO AGUDO DE GOIAS;    GO
1026;   -16.12;   -50.21;                         MOSSAMEDES;    GO
1027;   -14.74;   -50.57;                        MOZARLANDIA;    GO
1028;   -13.77;   -50.28;                         MUNDO NOVO;    GO
1029;   -13.73;   -49.27;                        MUTUNOPOLIS;    GO
1030;   -16.58;   -49.88;                            NAZARIO;    GO
1031;    -16.4;   -49.21;                          NEROPOLIS;    GO
1032;   -14.47;   -48.46;                        NIQUELANDIA;    GO
1033;   -15.02;   -49.89;                       NOVA AMERICA;    GO
1034;   -18.05;   -48.25;                        NOVA AURORA;    GO
1035;   -14.09;   -50.32;                        NOVA CRIXAS;    GO
1036;   -15.14;   -49.57;                        NOVA GLORIA;    GO
1037;   -14.28;   -49.38;               NOVA IGUACU DE GOIAS;    GO
1038;   -13.74;   -46.88;                          NOVA ROMA;    GO
1039;   -16.37;   -49.32;                        NOVA VENEZA;    GO
1040;   -16.03;   -50.71;                        NOVO BRASIL;    GO
1041;   -16.05;   -48.03;                          NOVO GAMA;    GO
1042;   -13.24;    -49.5;                      NOVO PLANALTO;    GO
1043;   -17.03;   -48.29;                            ORIZONA;    GO
1044;   -16.22;   -49.19;                OURO VERDE DE GOIAS;    GO
1045;   -18.23;   -47.83;                            OUVIDOR;    GO
1046;   -15.16;   -48.28;                     PADRE BERNARDO;    GO
1047;   -16.73;   -51.53;                 PALESTINA DE GOIAS;    GO
1048;    -16.8;   -49.92;                 PALMEIRAS DE GOIAS;    GO
1049;   -17.32;   -48.42;                            PALMELO;    GO
1050;   -16.79;   -50.16;                       PALMINOPOLIS;    GO
1051;   -18.17;   -49.35;                             PANAMA;    GO
1052;   -18.91;   -50.65;                       PARANAIGUARA;    GO
1053;   -16.94;   -50.44;                            PARAUNA;    GO
1054;   -17.52;   -52.06;                         PEROLANDIA;    GO
1055;   -16.09;   -49.33;                 PETROLINA DE GOIAS;    GO
1056;   -14.76;   -49.57;                     PILAR DE GOIAS;    GO
1057;    -17.3;   -49.01;                        PIRACANJUBA;    GO
1058;   -16.42;   -51.82;                           PIRANHAS;    GO
1059;   -15.85;   -48.95;                        PIRENOPOLIS;    GO
1060;    -17.3;   -48.28;                       PIRES DO RIO;    GO
1061;   -15.45;   -47.61;                         PLANALTINA;    GO
1062;   -17.52;   -49.44;                          PONTALINA;    GO
1063;   -13.44;   -49.14;                          PORANGATU;    GO
1064;   -17.81;   -50.16;                          PORTEIRAO;    GO
1065;   -17.35;   -52.67;                        PORTELANDIA;    GO
1066;   -14.09;   -46.36;                              POSSE;    GO
1067;   -17.25;   -49.24;                    PROFESSOR JAMIL;    GO
1068;   -18.44;   -50.45;                       QUIRINOPOLIS;    GO
1069;   -15.31;   -49.58;                             RIALMA;    GO
1070;   -15.44;   -49.51;                         RIANAPOLIS;    GO
1071;   -17.77;   -48.77;                         RIO QUENTE;    GO
1072;   -17.79;   -50.92;                          RIO VERDE;    GO
1073;   -15.16;    -49.8;                          RUBIATABA;    GO
1074;   -16.19;   -50.31;                      SANCLERLANDIA;    GO
1075;   -16.57;   -49.69;             SANTA BARBARA DE GOIAS;    GO
1076;   -17.31;   -48.48;                SANTA CRUZ DE GOIAS;    GO
1077;   -15.76;    -51.1;                  SANTA FE DE GOIAS;    GO
1078;   -17.81;   -50.59;              SANTA HELENA DE GOIAS;    GO
1079;   -15.29;   -49.42;                       SANTA ISABEL;    GO
1080;   -17.32;    -53.2;             SANTA RITA DO ARAGUAIA;    GO
1081;   -15.13;   -49.12;         SANTA RITA DO NOVO DESTINO;    GO
1082;   -16.08;   -49.49;                SANTA ROSA DE GOIAS;    GO
1083;   -13.71;   -49.01;              SANTA TEREZA DE GOIAS;    GO
1084;   -14.43;    -49.7;           SANTA TEREZINHA DE GOIAS;    GO
1085;   -17.56;   -50.63;             SANTO ANTONIO DA BARRA;    GO
1086;   -16.48;   -49.31;             SANTO ANTONIO DE GOIAS;    GO
1087;   -15.94;   -48.25;        SANTO ANTONIO DO DESCOBERTO;    GO
1088;   -13.39;   -46.31;                       SAO DOMINGOS;    GO
1089;   -15.93;   -49.26;             SAO FRANCISCO DE GOIAS;    GO
1090;   -16.81;   -50.41;                SAO JOAO DA PARAUNA;    GO
1091;    -14.7;   -47.52;              'SAO JOAO D''ALIANCA';    GO
1092;   -16.52;   -50.37;           SAO LUIS DE MONTES BELOS;    GO
1093;   -14.86;   -49.32;                  SAO LUIZ DO NORTE;    GO
1094;   -13.27;   -50.16;             SAO MIGUEL DO ARAGUAIA;    GO
1095;   -17.05;   -48.66;         SAO MIGUEL DO PASSA QUATRO;    GO
1096;   -15.35;   -49.81;                       SAO PATRICIO;    GO
1097;   -18.99;   -50.54;                          SAO SIMAO;    GO
1098;    -16.7;   -49.09;                     SENADOR CANEDO;    GO
1099;    -18.3;   -51.96;                       SERRANOPOLIS;    GO
1100;   -16.65;    -48.6;                           SILVANIA;    GO
1101;   -14.47;   -46.48;                         SIMOLANDIA;    GO
1102;    -14.8;   -46.25;                  'SITIO D''ABADIA';    GO
1103;   -16.05;    -49.6;                  TAQUARAL DE GOIAS;    GO
1104;   -13.77;   -47.26;                  TERESINA DE GOIAS;    GO
1105;   -16.39;   -49.08;               TEREZOPOLIS DE GOIAS;    GO
1106;   -18.35;   -47.78;                       TRES RANCHOS;    GO
1107;   -16.64;   -49.48;                           TRINDADE;    GO
1108;    -13.5;   -48.74;                            TROMBAS;    GO
1109;   -16.61;   -50.13;                           TURVANIA;    GO
1110;   -17.85;    -50.3;                        TURVELANDIA;    GO
1111;   -14.28;   -49.92;                           UIRAPURU;    GO
1112;   -14.52;   -49.14;                             URUACU;    GO
1113;   -15.49;   -49.68;                             URUANA;    GO
1114;   -17.46;    -48.2;                             URUTAI;    GO
1115;   -16.06;   -47.97;                VALPARAISO DE GOIAS;    GO
1116;   -17.04;   -49.63;                             VARJAO;    GO
1117;   -16.74;   -48.51;                         VIANOPOLIS;    GO
1118;   -17.73;    -49.8;                     VICENTINOPOLIS;    GO
1119;   -15.03;   -47.05;                           VILA BOA;    GO
1120;   -15.45;   -48.88;                      VILA PROPICIO;    GO
1121;    -4.94;    -47.5;                         ACAILANDIA;    MA
1122;    -4.13;   -43.32;                       AFONSO CUNHA;    MA
1123;    -2.84;   -42.11;              AGUA DOCE DO MARANHAO;    MA
1124;     -2.4;   -44.41;                          ALCANTARA;    MA
1125;    -4.62;   -43.47;                      ALDEIAS ALTAS;    MA
1126;    -4.16;   -45.47;               ALTAMIRA DO MARANHAO;    MA
1127;    -4.21;   -44.44;            ALTO ALEGRE DO MARANHAO;    MA
1128;    -3.69;    -45.9;             ALTO ALEGRE DO PINDARE;    MA
1129;    -9.11;   -45.93;                      ALTO PARNAIBA;    MA
1130;    -1.56;   -45.93;                  AMAPA DO MARANHAO;    MA
1131;    -5.56;   -46.74;               AMARANTE DO MARANHAO;    MA
1132;    -3.26;   -44.62;                          ANAJATUBA;    MA
1133;    -3.67;   -43.11;                           ANAPURUS;    MA
1134;    -1.46;    -45.1;                         APICUM-ACU;    MA
1135;    -2.95;   -45.66;                           ARAGUANA;    MA
1136;    -2.89;    -41.9;                           ARAIOSES;    MA
1137;    -4.73;    -45.9;                              ARAME;    MA
1138;    -3.45;   -44.78;                              ARARI;    MA
1139;    -2.83;   -44.05;                              AXIXA;    MA
1140;    -4.22;   -44.78;                            BACABAL;    MA
1141;    -2.97;   -44.31;                          BACABEIRA;    MA
1142;     -1.7;   -45.13;                             BACURI;    MA
1143;     -2.7;   -44.73;                         BACURITUBA;    MA
1144;    -7.53;   -46.03;                             BALSAS;    MA
1145;    -6.75;   -43.02;                    BARAO DE GRAJAU;    MA
1146;     -5.5;   -45.24;                     BARRA DO CORDA;    MA
1147;    -2.74;   -42.82;                       BARREIRINHAS;    MA
1148;    -3.73;   -45.31;             BELA VISTA DO MARANHAO;    MA
1149;    -3.15;   -43.51;                            BELAGUA;    MA
